endTime,artistName,trackName,msPlayed 
2021-07-26 05:05,2nd Moon,얼음연못,259044
2021-07-26 05:11,Yiruma,Kiss The Rain,259897
2021-07-26 05:16,Ryuichi Sakamoto,Merry Christmas Mr. Lawrence,286315
2021-07-26 05:20,Streaming Music Studios,"Chihiro's Waltz (From ""Spirited Away"") [Piano Version]",195398
2021-07-26 05:32,Ryuichi Sakamoto,A Flower is not a Flower,395131
2021-07-26 05:36,Ryuichi Sakamoto,Rain,218315
2021-07-27 15:55,BTS,Permission to Dance,187491
2021-07-27 15:57,BTS,Butter,164342
2021-07-27 15:58,BTS,Outro: Circle Room Cypher,61595
2021-07-27 16:01,Sarah Barrios,Have We Met Before (with Eric Nam),158005
2021-07-27 16:04,Sasha Alex Sloan,Is It Just Me? (feat. Charlie Puth),154262
2021-07-27 16:07,Tate McRae,slower,187419
2021-07-27 16:12,Henry,RADIO,20088
2021-07-27 16:12,BRDGS,Dancing Without Music,247952
2021-07-27 16:16,Haux,Calico,230966
2021-07-27 16:20,RITUAL,Josephine,245540
2021-07-27 16:25,Jon Bryant,Light,267090
2021-07-27 16:28,yaeow,I Need U,142386
2021-07-27 16:31,Lucy Park,Rain,151022
2021-07-27 16:35,ford.,4:38am (feat. Barrie),226464
2021-07-28 02:20,Bruno Major,The Most Beautiful Thing,115552
2021-07-28 02:25,Diddy,I'll Be Missing You (feat. 112),301358
2021-07-28 02:25,Bad Boy's,P. Diddy Outro,7115
2021-07-28 02:27,Shawn Mendes,Intro,62234
2021-07-28 02:29,Shawn Mendes,Wonder,172619
2021-07-28 17:03,Shawn Mendes,Higher,33
2021-07-28 17:14,2nd Moon,얼음연못,259057
2021-07-28 17:18,Yiruma,Kiss The Rain,259846
2021-07-28 17:23,Ryuichi Sakamoto,Merry Christmas Mr. Lawrence,286438
2021-07-28 17:26,Streaming Music Studios,"Chihiro's Waltz (From ""Spirited Away"") [Piano Version]",195595
2021-07-28 17:34,Ryuichi Sakamoto,A Flower is not a Flower,395147
2021-07-29 14:35,Ryuichi Sakamoto,Rain,163685
2021-07-29 14:38,BTS,Permission to Dance,187414
2021-07-29 14:41,BTS,Butter,164352
2021-07-29 14:46,BTS,Outro: Circle Room Cypher,321675
2021-07-29 14:50,BTS,Dis-ease,239621
2021-07-29 14:55,BTS,Permission to Dance,187509
2021-07-29 14:57,BTS,Butter,164368
2021-07-29 15:01,BTS,Boy With Luv (feat. Halsey),229734
2021-07-29 15:05,BTS,Save Me,196352
2021-07-29 15:08,BTS,Permission to Dance,187387
2021-07-29 15:11,BTS,Butter,164197
2021-07-29 15:15,BTS,Life Goes On,207392
2021-07-29 15:19,BTS,Make It Right,226070
2021-07-29 15:22,BTS,Permission to Dance,187520
2021-07-29 15:25,BTS,Butter,164309
2021-07-29 15:30,BTS,Rain,264453
2021-07-29 15:34,BTS,Film out,214507
2021-07-29 15:37,BTS,Permission to Dance,187301
2021-07-29 15:40,BTS,Butter,164427
2021-08-01 03:34,BTS,Love Is Not Over (Full Length Edition),555
2021-08-01 03:40,Dinesh Gamage,Denena Thuru Ma - Bakes by Music Oven,302036
2021-08-01 03:44,Dinesh Gamage,Thamarasa,189910
2021-08-01 03:44,Jaffna Stallions,Jaffna Boys,6523
2021-08-01 03:47,blackbear,smile again,149040
2021-08-01 03:50,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),197979
2021-08-01 03:55,The Kid LAROI,STAY (with Justin Bieber),216902
2021-08-01 14:53,Bruno Mars,Leave The Door Open,17558
2021-08-01 14:57,Bruno Mars,Leave The Door Open,243373
2021-08-01 15:00,Justin Bieber,Hold On,169920
2021-08-01 15:03,Ra.D,As Always,198347
2021-08-01 15:07,BTS,Euphoria,228613
2021-08-01 15:22,BTS,Dope,169755
2021-08-01 15:23,BTS,Dope,70067
2021-08-01 15:28,BTS,IDOL,222576
2021-08-01 15:32,BTS,Silver Spoon,232998
2021-08-01 15:36,BTS,Outro: Wings,216644
2021-08-01 15:40,BTS,Silver Spoon,233158
2021-08-01 15:43,BTS,Outro: Wings,225264
2021-08-01 15:49,BTS,So What,281302
2021-08-01 15:56,Bob Dylan,Knockin' On Heaven's Door,149787
2021-08-01 16:00,Al Green,Belle,290859
2021-08-01 16:05,Ellie Goulding,Love Me Like You Do,253510
2021-08-01 17:06,mehro,perfume,153462
2021-08-03 01:32,Oasis,Don't Look Back in Anger - Remastered,191787
2021-08-03 01:36,BTS,Butter,164347
2021-08-03 01:39,BTS,Butter (Hotter Remix),166873
2021-08-03 01:43,BTS,Respect,237508
2021-08-03 01:46,BTS,Friends,199156
2021-08-03 01:49,BTS,Butter,164169
2021-08-03 01:53,BTS,Butter (Sweeter Remix),161792
2021-08-03 01:56,BTS,I Need U (Urban Mix),215097
2021-08-03 02:01,BTS,Wishing On A Star,271695
2021-08-03 02:03,BTS,Butter,164372
2021-08-03 02:06,BTS,Butter (Instrumental),162036
2021-08-03 02:11,BTS,Jamais Vu,227130
2021-08-03 02:15,BTS,Embarrassed,241725
2021-08-03 02:18,BTS,Butter,164280
2021-08-03 02:21,BTS,Butter (Cooler Remix),161439
2021-08-03 02:24,BTS,Paradise,211088
2021-08-03 02:29,BTS,Iine!Pt.2 - Ano Bashode -,235428
2021-08-03 02:32,BTS,Butter,164218
2021-08-03 02:35,BTS,Butter (Hotter Remix),166905
2021-08-03 02:38,BTS,Converse High,209715
2021-08-03 02:42,BTS,134340,229834
2021-08-03 02:46,BTS,Butter,164298
2021-08-04 01:33,BTS,Butter (Sweeter Remix),29372
2021-08-04 01:46,Sarah Barrios,Have We Met Before (with Eric Nam),31586
2021-08-04 01:48,Sarah Barrios,Have We Met Before (with Eric Nam),156421
2021-08-04 01:52,Sleeping Wolf,The Wreck of Our Hearts,227021
2021-08-04 01:56,Hayd,Suffocate,241728
2021-08-04 02:00,Sasha Alex Sloan,smiling when i die,206269
2021-08-04 02:05,Sleeping Wolf,The Wreck of Our Hearts,226998
2021-08-04 02:09,Pritam,Kabira (Encore),269878
2021-08-05 04:30,John Mayer,You're Gonna Live Forever in Me,29390
2021-08-05 04:33,blackbear,smile again,149071
2021-08-05 04:34,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),28613
2021-08-05 04:36,The Kid LAROI,STAY (with Justin Bieber),141582
2021-08-05 04:40,Bruno Mars,Leave The Door Open,241861
2021-08-05 04:43,Justin Bieber,Hold On,123984
2021-08-05 04:44,The Kid LAROI,STAY (with Justin Bieber),40312
2021-08-05 04:45,Justin Bieber,Hold On,82299
2021-08-05 04:49,Ra.D,As Always,198190
2021-08-05 11:03,BTS,Euphoria,227225
2021-08-05 11:06,Bob Dylan,Knockin' On Heaven's Door,149727
2021-08-05 11:11,Al Green,Belle,290832
2021-08-05 11:15,Ellie Goulding,Love Me Like You Do,253499
2021-08-05 11:20,Oasis,Don't Look Back in Anger - Remastered,289521
2021-08-05 11:24,"Tyler, The Creator",CORSO,27387
2021-08-05 11:24,Etta James,At Last,179590
2021-08-05 11:30,Boyz II Men,End Of The Road,351242
2021-08-05 14:51,Sarah Barrios,Have We Met Before (with Eric Nam),158095
2021-08-05 14:53,Sasha Alex Sloan,Is It Just Me? (feat. Charlie Puth),154059
2021-08-05 14:56,Tate McRae,slower,187531
2021-08-05 15:00,BRDGS,Dancing Without Music,247829
2021-08-05 15:01,Henry,RADIO,16698
2021-08-05 15:04,Clinton Kane,i don't want to watch the world end with someone else,184363
2021-08-05 15:09,Blake Rose,Lost,234437
2021-08-05 15:12,Justin Jesso,If you're meant to come back,179147
2021-08-05 15:15,Alexander 23,Nothing's the Same,175008
2021-08-05 15:19,Before You Exit,The Butterfly Effect,255451
2021-08-06 02:24,Henry,It's You,53203
2021-08-06 02:29,RADWIMPS,TWILIGHT,263032
2021-08-06 02:40,Coldplay,Coloratura,618744
2021-08-09 02:22,Sarah Barrios,Have We Met Before (with Eric Nam),158102
2021-08-09 02:27,Arijit Singh,Mast Magan,280123
2021-08-09 02:31,Sufjan Stevens,Fourth of July,279211
2021-08-09 02:35,Sasha Alex Sloan,smiling when i die,206203
2021-08-09 02:41,BTS,Hold Me Tight,273819
2021-08-09 02:44,Lauv,Paris in the Rain,204571
2021-08-09 02:49,Pritam,Kabira,122619
2021-08-09 02:54,LANY,Malibu Nights,286769
2021-08-09 02:58,Dinesh Gamage,Danena Thuru Maa,235227
2021-08-10 02:18,Switch,Love Over And Over Again,251464
2021-08-12 01:33,"Earth, Wind & Fire",September,194810
2021-08-12 01:39,BTS,Blue & Grey,254737
2021-08-12 01:53,Faime,Rain,159973
2021-08-12 01:56,Finding Hope,Whatever You Want,209771
2021-08-12 02:01,Billie Eilish,Your Power,245829
2021-08-12 02:05,BTS,Inner Child,233237
2021-08-12 02:09,Jawsh 685,Savage Love (Laxed – Siren Beat) [BTS Remix],184811
2021-08-12 02:12,Henry,RADIO,191835
2021-08-12 02:15,Shawn Mendes,Wonder,172603
2021-08-12 02:18,BTS,Life Goes On,207307
2021-08-12 02:24,Sufjan Stevens,Fourth of July,279104
2021-08-12 02:27,Naomi Scott,Speechless (Full),208613
2021-08-14 15:09,A.R. Rahman,Jashn-E-Bahaaraa,0
2021-08-14 15:09,A.R. Rahman,Jashn-E-Bahaaraa,28736
2021-08-14 15:21,BTS,Hold Me Tight,273910
2021-08-14 15:30,Arijit Singh,Mast Magan,280107
2021-08-14 15:34,Landon Pigg,Falling in Love at a Coffee Shop,244993
2021-08-14 15:38,James Arthur,Falling Like The Stars,212566
2021-08-14 15:42,BTS,Your eyes tell,244875
2021-08-14 15:45,"Earth, Wind & Fire",September,215086
2021-08-14 15:51,Procol Harum,A Whiter Shade of Pale - Original Single Version,248877
2021-08-14 15:56,Coldplay,Daddy,298103
2021-08-14 16:06,BTS,My Time,234272
2021-08-14 16:07,Switch,Love Over And Over Again,14336
2021-08-14 16:11,blackbear,smile again,149079
2021-08-14 16:11,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),29264
2021-08-14 16:13,The Kid LAROI,STAY (with Justin Bieber),141685
2021-08-14 16:18,Bruno Mars,Leave The Door Open,242048
2021-08-14 16:20,Justin Bieber,Hold On,169637
2021-08-14 16:24,Ra.D,As Always,198294
2021-08-15 01:56,BTS,Euphoria,208503
2021-08-15 01:57,Switch,Love Over And Over Again,20487
2021-08-15 02:02,Lee So Ra,Track 8,284848
2021-08-15 02:05,Mot,Wings,207423
2021-08-15 02:10,Kim Yun A,Spring day goes,273692
2021-08-15 02:14,Naul,언젠가는,239007
2021-08-15 02:19,Radiohead,High and Dry,257252
2021-08-15 02:24,Yoo Jae-Ha,내 마음에 비친 내 모습,273425
2021-08-15 02:27,Sarah Barrios,Have We Met Before (with Eric Nam),158083
2021-08-15 02:29,Sasha Alex Sloan,Is It Just Me? (feat. Charlie Puth),154063
2021-08-15 02:32,Tate McRae,slower,187506
2021-08-15 02:36,BRDGS,Dancing Without Music,247831
2021-08-16 02:02,Henry,RADIO,30
2021-08-16 02:06,Leah Nobel,"Beginning Middle End - Always and Forever Mix)(From The Netflix Film ""To All The Boys: Always and Forever""",196724
2021-08-16 02:10,One Direction,Night Changes,226539
2021-08-16 02:13,Jeremy Zucker,this is how you fall in love,174351
2021-08-16 02:16,Justin Bieber,Off My Face,156320
2021-08-16 02:19,James Arthur,Falling Like The Stars,212475
2021-08-16 02:23,Patrick Droney,On Your Way Home,165312
2021-08-16 03:23,Forest Blakk,If You Love Her,103451
2021-08-16 03:51,BTS,Tear,139641
2021-08-16 03:54,Alex Lustig,Under Pressure,9189
2021-08-16 03:54,Alex Lustig,Under Pressure,128563
2021-08-16 03:55,Alex Lustig,Under Pressure,31200
2021-08-17 01:53,BTS,Tear,68927
2021-08-17 02:00,BTS,Permission to Dance,187418
2021-08-17 02:03,BTS,Butter,164411
2021-08-17 02:06,BTS,Permission to Dance (R&B Remix),215926
2021-08-17 02:10,BTS,Film out,214395
2021-08-17 02:14,BTS,Life Goes On,207392
2021-08-17 02:18,BTS,Dynamite,198875
2021-08-17 02:21,BTS,Butter (Cooler Remix),161606
2021-08-17 02:24,Jawsh 685,Savage Love (Laxed – Siren Beat) [BTS Remix],184763
2021-08-17 02:28,BTS,ON,246361
2021-08-17 02:32,BTS,Boy With Luv (feat. Halsey),229595
2021-08-17 14:48,BTS,Fly To My Room,115232
2021-08-17 14:58,Lee So Ra,Track 8,284687
2021-08-17 15:02,Mot,Wings,207607
2021-08-17 15:06,Kim Yun A,Spring day goes,273611
2021-08-17 15:10,Naul,언젠가는,239158
2021-08-17 15:16,Radiohead,High and Dry,257344
2021-08-17 15:20,Yoo Jae-Ha,내 마음에 비친 내 모습,292977
2021-08-17 15:25,푸른새벽,우리의 대화는 섬과 섬사이의 심해처럼 알수없는 짧은 단어들로 이루어지고 있었다,259744
2021-08-17 15:34,Bob Dylan,Knockin' On Heaven's Door,149638
2021-08-17 15:41,Al Green,Belle,290928
2021-08-17 15:53,Ellie Goulding,Love Me Like You Do,253329
2021-08-17 15:58,Oasis,Don't Look Back in Anger - Remastered,289459
2021-08-18 16:10,Etta James,At Last,146400
2021-08-18 16:11,Etta James,At Last,1381
2021-08-18 16:15,One Direction,Night Changes,226374
2021-08-18 16:18,Leah Nobel,"Beginning Middle End - Always and Forever Mix)(From The Netflix Film ""To All The Boys: Always and Forever""",196743
2021-08-18 16:21,Jeremy Zucker,this is how you fall in love,174390
2021-08-18 16:26,Justin Bieber,Off My Face,311058
2021-08-18 16:30,James Arthur,Falling Like The Stars,211995
2021-08-18 16:46,Patrick Droney,On Your Way Home,165478
2021-08-18 16:46,Forest Blakk,If You Love Her,187180
2021-08-18 16:49,Emily Watts,La Vie En Rose,157435
2021-08-18 16:51,yaeow,The Way I Love You,162535
2021-08-18 16:54,Cody Fry,I Hear a Symphony,185174
2021-08-18 16:59,JP Saxe,If the World Was Ending (feat. Julia Michaels),208664
2021-08-18 17:03,Ben Platt,Grow As We Go,249205
2021-08-20 01:18,Niall Horan,Put A Little Love On Me,28710
2021-08-20 01:52,BTS,Permission to Dance,187497
2021-08-20 01:54,BTS,Butter,164256
2021-08-20 01:59,BTS,Wishing On A Star,271643
2021-08-20 02:21,BTS,Dynamite - Tropical Remix,196880
2021-08-20 02:24,BTS,Permission to Dance,187505
2021-08-20 02:28,BTS,Butter,164326
2021-08-20 02:31,BTS,Paradise,211126
2021-08-21 01:36,BTS,Iine!Pt.2 - Ano Bashode -,29568
2021-08-21 01:40,Pink Sweat$,At My Worst,169924
2021-08-21 01:44,Conan Gray,Astronomy,243701
2021-08-21 02:02,Why Don't We,Grey,277648
2021-08-21 02:05,Jeremy Zucker,"always, i'll care",146139
2021-08-21 02:07,Lauv,Fake,146192
2021-08-21 02:11,keshi,right here,194928
2021-08-21 02:14,Pink Sweat$,17,159899
2021-08-21 02:18,Harry Styles,Falling,239887
2021-08-21 02:21,Jeremy Zucker,this is how you fall in love,174172
2021-08-21 02:25,Taylor Swift,willow,214619
2021-08-21 02:29,Charlie Puth,Cheating on You,196512
2021-08-21 02:32,Conan Gray,Heather,197958
2021-08-21 02:35,Gracie Abrams,Friend,176213
2021-08-21 02:39,Astrid S,It's Ok If You Forget Me,204756
2021-08-21 02:42,JP Saxe,"Hey Stupid, I Love You",180805
2021-08-21 02:46,Lauv,Love Like That,184465
2021-08-21 02:49,LANY,nobody else,197285
2021-08-21 02:52,Clinton Kane,i don't want to watch the world end with someone else,184438
2021-08-21 02:56,Ariana Grande,Stuck with U (with Justin Bieber),228315
2021-08-21 02:59,ZAYN,Better,174454
2021-08-21 03:03,Mokita,colorblind,193622
2021-08-21 03:07,Sasha Alex Sloan,House With No Mirrors,227590
2021-08-21 03:11,Olivia Rodrigo,traitor,229184
2021-08-21 03:14,Justin Bieber,Lonely (with benny blanco),149069
2021-08-21 03:17,Alexander 23,IDK You Yet,184480
2021-08-21 03:21,Ashe,Moral of the Story (feat. Niall Horan),198256
2021-08-21 03:24,SHY Martin,Are you happy?,157349
2021-08-21 03:27,FINNEAS,What They'll Say About Us,187515
2021-08-21 03:30,Blake Rose,Gone,205403
2021-08-21 03:33,Julia Michaels,What A Time (feat. Niall Horan),173201
2021-08-21 03:37,Lauv,Changes,159915
2021-08-21 03:41,Olivia Rodrigo,drivers license,241895
2021-08-21 03:44,Gracie Abrams,Stay,177144
2021-08-21 03:48,Niall Horan,Put A Little Love On Me,224407
2021-08-21 03:51,Charlotte Lawrence,Slow Motion,183595
2021-08-22 01:55,Bathiya & Santhush,Sewwandi Paya,322321
2021-08-22 01:55,DJ JNK,Bonnona,10987
2021-08-22 01:59,Armaan Malik,Echo (with KSHMR),192187
2021-08-22 02:02,Eric Nam,Love Die Young,202499
2021-08-22 02:05,Sarah Barrios,Have We Met Before (with Eric Nam),158000
2021-08-22 02:08,Eric Nam,Runaway,153152
2021-08-22 02:11,Eric Nam,I Don't Miss You,172474
2021-08-22 02:13,vaultboy,everything sucks (feat. Eric Nam),119686
2021-08-22 02:17,Eric Nam,Paradise,206811
2021-08-22 02:20,Eric Nam,Honestly,206763
2021-08-22 02:24,Eric Nam,You're Sexy I'm Sexy,187126
2021-08-22 02:27,Eric Nam,Congratulations,176280
2021-08-22 02:30,Eric Nam,Come Through,169787
2021-08-22 02:34,Eric Nam,Love Die Young,203141
2021-08-22 02:36,Eric Nam,Congratulations,175974
2021-08-23 02:02,Eric Nam,You're Sexy I'm Sexy,597
2021-08-25 01:52,Ankit Tiwari,Sunn Raha Hai,389945
2021-08-25 01:57,Before You Exit,Clouds,271684
2021-08-25 02:28,Sleeping Wolf,The Wreck of Our Hearts,227000
2021-08-27 02:12,Shawn Mendes,Never Be Alone,28348
2021-08-27 02:16,BTS,Permission to Dance,187439
2021-08-27 02:19,BTS,Butter,164400
2021-08-27 02:22,BTS,Permission to Dance (R&B Remix),215985
2021-08-27 02:26,BTS,Film out,214502
2021-08-27 02:29,BTS,Life Goes On,207339
2021-08-27 09:04,BTS,Dynamite,95083
2021-08-27 09:07,BTS,Butter (Megan Thee Stallion Remix),164430
2021-08-27 09:10,BTS,Permission to Dance,187440
2021-08-27 09:13,BTS,Butter,164091
2021-08-27 09:16,Chamath Sangeeth,Manike Mage Hithe,162571
2021-08-27 09:16,Bhashi Devanga,Viramayak,1659
2021-08-27 09:17,Chamath Sangeeth,Manike Mage Hithe (Malayalam & Tamil Version),27120
2021-08-27 09:22,Charitha Attalage,Sakura,295094
2021-08-27 09:24,Lauv,Changes,8384
2021-08-27 09:24,SHAN PUTHA,Santhosey,2486
2021-08-27 09:24,DallasK,Try Again (feat. Lauv),16107
2021-08-27 09:25,Lauv,Chasing Fire,11620
2021-08-27 09:25,Lauv,Feelings,21169
2021-08-27 09:25,Lauv,There's No Way (feat. Julia Michaels),5942
2021-08-27 09:25,Lauv,Love Somebody,14891
2021-08-27 09:26,Lauv,"fuck, i'm lonely (with Anne-Marie)",9078
2021-08-27 09:26,Lauv,The Other,7243
2021-08-27 09:34,Lauv,Sad Forever,15744
2021-08-27 09:37,DallasK,Try Again (feat. Lauv),189025
2021-08-27 09:39,Lauv,Love Somebody,142597
2021-08-27 09:42,Lauv,Feelings,88527
2021-08-27 09:45,Lauv,i'm so tired...,162406
2021-08-27 09:46,Lauv,Mean It,92758
2021-08-27 09:49,Lauv,Chasing Fire,19824
2021-08-27 09:49,Lauv,Changes,12112
2021-08-27 09:49,Lauv,There's No Way (feat. Julia Michaels),138155
2021-08-27 09:54,Lauv,Breathe,255350
2021-08-27 09:56,Ellie Goulding,Slow Grenade,147696
2021-08-27 10:00,Lauv,Breathe,223328
2021-08-27 10:02,LANY,Malibu Nights,2661
2021-08-27 10:02,Lauv,Comfortable,57334
2021-08-27 10:05,Lady Gaga,Shallow,215606
2021-08-27 10:10,Dinesh Gamage,Danena Thuru Maa,235057
2021-08-27 10:11,LANY,Malibu Nights,30459
2021-08-27 10:12,Sarah Barrios,Have We Met Before (with Eric Nam),35424
2021-08-27 10:12,V,Sweet Night,0
2021-08-27 10:14,Sarah Barrios,Have We Met Before (with Eric Nam),158118
2021-08-27 10:20,Palak Muchhal,Chahun Main Ya Naa,304688
2021-08-27 10:25,Dinesh Gamage,Danena Thuru Maa,235307
2021-08-27 10:29,LANY,Malibu Nights,286712
2021-08-27 10:47,Ankit Tiwari,Sunn Raha Hai,384143
2021-08-27 10:52,Sufjan Stevens,Fourth of July,11977
2021-08-27 10:52,Pritam,Kabira,223410
2021-08-27 10:56,Pritam,Kabira,223371
2021-08-27 11:00,BOL4,Some,181350
2021-08-29 01:56,Pritam,Kabira (Encore),206928
2021-08-29 01:56,Ankit Tiwari,Sunn Raha Hai,33
2021-08-29 01:56,Ankit Tiwari,Sunn Raha Hai,154302
2021-08-29 02:02,Coldplay,Fix You,295332
2021-08-29 02:06,Taylor Swift,You Belong With Me,232093
2021-08-29 02:09,One Direction,Drag Me Down,191957
2021-08-29 02:13,Wilco,"Jesus, Etc.",229739
2021-08-29 02:18,Rihanna,Diamonds,225011
2021-08-29 02:24,Sufjan Stevens,Chicago,364421
2021-08-29 02:27,Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201312
2021-08-29 02:31,Taylor Swift,Fearless,242838
2021-08-29 02:33,Justin Bieber,That Should Be Me,30235
2021-08-29 02:33,The Flaming Lips,Do You Realize??,11717
2021-08-29 02:37,One Direction,Little Things,218885
2021-08-29 17:58,David Guetta,Play Hard (feat. Ne-Yo & Akon),11238
2021-08-29 18:14,Lorde,Perfect Places,17707
2021-08-29 18:14,The Cardigans,For What It's Worth,259103
2021-08-29 18:18,5 Seconds of Summer,Ghost Of You,197382
2021-08-29 18:20,Olivia Rodrigo,favorite crime,152566
2021-08-29 18:23,Elvis Presley,Can't Help Falling in Love,182222
2021-08-29 18:28,Taylor Swift,Lover,221270
2021-08-31 01:45,V,Sweet Night,214230
2021-08-31 01:49,V,It's Definitely You,229805
2021-08-31 01:53,V,Sweet Night Instrumental,214049
2021-08-31 01:55,BTS,Butter (Megan Thee Stallion Remix),164240
2021-08-31 01:59,BTS,Permission to Dance,187355
2021-08-31 02:03,BTS,Film out,214532
2021-08-31 02:07,BTS,Life Goes On,207243
2021-08-31 02:10,Jawsh 685,Savage Love (Laxed – Siren Beat) [BTS Remix],5678
2021-08-31 02:10,BTS,Dynamite,198993
2021-08-31 02:14,BTS,Fly To My Room,222155
2021-08-31 02:19,BTS,Stay,204707
2021-08-31 02:23,BTS,Blue & Grey,254241
2021-08-31 02:26,BTS,Telepathy,202261
2021-08-31 02:30,BTS,Dis-ease,239025
2021-08-31 02:35,BTS,Your eyes tell,245031
2021-08-31 02:39,Agust D,Daechwita,225642
2021-08-31 02:44,BTS,MIC Drop (Steve Aoki Remix) [Full Length Edition],307639
2021-08-31 02:48,BTS,Friends,199249
2021-08-31 02:53,BTS,Stay Gold,243163
2021-09-01 01:53,BTS,My Time,32219
2021-09-01 01:58,Justin Bieber,Off My Face,156275
2021-09-01 02:01,BTS,Paradise,211136
2021-09-03 07:14,Aki Chan,Butter,2008
2021-09-03 07:14,BTS,dimple,28656
2021-09-03 07:14,Mai Fukui,Ai no uta ~Song Of Love~,6167
2021-09-03 08:08,Kim Bo Kyung,Suddenly,136400
2021-09-03 08:08,Mai Fukui,Ai no uta ~Song Of Love~,16748
2021-09-03 08:38,HowL,Love U,50804
2021-09-04 11:31,Kim Bo Kyung,Suddenly,87303
2021-09-04 11:36,BTS,Run,236154
2021-09-05 02:07,BTS,Magic Shop,27914
2021-09-05 02:13,RADWIMPS,Zenzenzense - movie ver.,285854
2021-09-05 02:17,BTS,Inner Child,233065
2021-09-05 02:20,BTS,Dynamite,198955
2021-09-05 02:24,BTS,Stigma,215953
2021-09-05 02:31,RADWIMPS,Nandemonaiya - movie ver.,343974
2021-09-05 02:34,BTS,Intro: Singularity,196844
2021-09-05 02:37,BTS,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],205004
2021-09-05 02:41,BTS,Inner Child,233055
2021-09-05 02:51,RADWIMPS,Sparkle - movie ver.,537453
2021-09-05 02:55,BTS World,Flying (Taehyung Theme) [BTS World Original Soundtrack],216024
2021-09-06 02:05,BTS,Dynamite,28570
2021-09-06 02:13,V,Sweet Night,214202
2021-09-06 02:17,V,Sweet Night Instrumental,214081
2021-09-06 02:22,BTS,Spring Day,273903
2021-09-06 02:25,BTS,Inner Child,233084
2021-09-06 02:30,BTS,The Truth Untold,242042
2021-09-06 02:34,BTS,Mikrokosmos,224061
2021-09-06 02:38,BTS,00:00 (Zero O’Clock),249854
2021-09-06 02:42,V,Sweet Night,214098
2021-09-06 02:46,BTS,Run,236179
2021-09-06 02:50,BTS,Inner Child,233204
2021-09-06 02:54,BTS,Louder than bombs,217289
2021-09-10 01:29,BTS,We are Bulletproof : the Eternal,115183
2021-09-10 01:33,BTS,Permission to Dance,187327
2021-09-10 01:36,BTS,Butter,164272
2021-09-10 01:40,BTS,Magic Shop,275655
2021-09-10 01:43,BTS,Butter (Hotter Remix),166821
2021-09-10 01:47,BTS,Mikrokosmos,223983
2021-09-10 01:50,BTS,Butter (Sweeter Remix),161691
2021-09-10 01:54,BTS,My Time,234469
2021-09-10 01:57,BTS,Butter (Cooler Remix),161579
2021-09-10 02:00,BTS,Dynamite - Tropical Remix,196976
2021-09-10 02:03,BTS,Outro : Ego,196198
2021-09-10 02:08,BTS,Fly To My Room,222070
2021-09-10 02:15,Dave Holland,Grave Walker,419611
2021-09-10 02:22,Raul De Souza,Daisy Mae,453360
2021-09-11 14:58,Anthony Joseph,Maka Dimweh,76780
2021-09-11 15:04,Simple Minds,Don't You Forget About Me,259451
2021-09-11 15:16,Simple Minds,Don't You Forget About Me,259350
2021-09-11 15:22,Leah Nobel,"Beginning Middle End - Always and Forever Mix)(From The Netflix Film ""To All The Boys: Always and Forever""",196531
2021-09-11 15:26,One Direction,Night Changes,226403
2021-09-11 16:31,Jeremy Zucker,this is how you fall in love,45338
2021-09-12 01:54,BTS,Permission to Dance,187574
2021-09-12 01:58,V,Sweet Night,214239
2021-09-12 02:02,PARK WON,Try,263152
2021-09-12 02:05,AJ Mitchell,Slow Dance (feat. Ava Max),178685
2021-09-12 02:08,BTS,Butter,164327
2021-09-12 02:12,V,It's Definitely You,229799
2021-09-12 02:15,Sarah Barrios,Have We Met Before (with Eric Nam),157699
2021-09-12 02:18,Finding Hope,Whatever You Want,209729
2021-09-12 02:22,BTS,Inner Child,233019
2021-09-12 02:26,V,Sweet Night Instrumental,214008
2021-09-12 02:30,Kim Bo Kyung,Suddenly,223836
2021-09-12 02:33,Faime,Rain,159311
2021-09-12 02:36,BTS,Dynamite,199008
2021-09-12 10:26,Jeff Bernat,My Dear,2508
2021-09-12 10:30,Möwe,Can't Stop (Tu Ru Tu) (feat. Norah B.),171645
2021-09-12 10:36,The Black Skirts,SOMEDAY,244993
2021-09-12 10:40,The Black Skirts,SOMEDAY - Instrumental,244848
2021-09-12 10:47,Sam Smith,Lay Me Down,219328
2021-09-12 15:09,BTS,Blue & Grey,254704
2021-09-12 15:15,Yiruma,Kiss The Rain,259837
2021-09-12 15:19,BTS,Run,236240
2021-09-12 15:23,j-hope,Daydream (백일몽),228660
2021-09-12 15:27,Randhir,Siyumaliye,219933
2021-09-12 15:30,Dhanith Sri,Naukawa,184696
2021-09-12 15:34,Somathilaka Jayamaha,Adaraye Unusuma,184716
2021-09-12 15:36,Piyath Rajapakse,Yali Hamuwenne Kedhinadha Api,168566
2021-09-12 15:40,Kasun Kalhara,Math mal sena,232987
2021-09-12 15:44,SANUKA,Saragaye,231616
2021-09-12 15:48,Iraj,Daasa Themila (feat. Infaas & Devashri) – Single,225553
2021-09-12 15:52,Bathiya & Santhush,Nim Him Sewwa,251110
2021-09-12 15:55,Bhashi Devanga,Viramayak - Garden Acoustic Version,179990
